departamento,codigodanedepartamento,municipio,codigodanemunicipio,anio,mes,tipodesminado,areadespejada,map,muse,aei,totalartefactosdestruidos,organizacion,estudiosnotecnicos,estudiostecnicos,operacionesdespeje
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2013,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,PUERTO LLERAS,50577,2019,1,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,3,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2019,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0
META,50,PUERTO CONCORDIA,50450,2018,5,Comunidades,0,0,0,0,0,BRDEH,1,0,0
BOLIVAR,13,SAN JACINTO,13654,2015,5,Comunidades,0,0,0,0,0,ARMADA NACIONAL,1,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2012,7,Comunidades,939,0,0,0,0,BRDEH,0,2,0
META,50,VISTAHERMOSA,50711,2018,3,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,0,0,0
ANTIOQUIA,5,COCORNA,5197,2016,5,Comunidades,3255,0,1,0,1,BRDEH,8,0,1
CAQUETA,18,EL DONCELLO,18247,2019,3,Comunidades,1241,1,0,2,3,BRDEH,1,0,1
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2019,6,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
ANTIOQUIA,5,SONSON,5756,2016,5,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
META,50,LEJANIAS,50400,2018,2,Comunidades,15718,0,0,0,0,THE HALO TRUST,0,0,1
BOGOTA DC,11,BogotA DC,11001,2018,10,Comunidades,0,0,0,0,0,ATEXX,2,0,0
ANTIOQUIA,5,NARINO,5483,2013,9,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2013,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,VISTAHERMOSA,50711,2011,3,Comunidades,2449,0,0,0,0,BRDEH,0,1,0
ANTIOQUIA,5,SONSON,5756,2016,9,Comunidades,17039,12,0,0,12,THE HALO TRUST,0,0,2
PUTUMAYO,86,VILLAGARZON,86885,2017,10,Comunidades,0,0,1,0,1,BRDEH,13,0,0
CALDAS,17,SAMANA,17662,2010,12,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2014,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CUNDINAMARCA,25,PASCA,25535,2018,4,Comunidades,0,0,0,0,0,BRDEH,4,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2019,3,Comunidades,0,0,0,1,1,HANDICAP INTERNATIONAL,4,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2014,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2009,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,GRANADA,5313,2012,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2019,6,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2013,7,Comunidades,0,0,0,0,0,BRDEH,6,0,0
CAQUETA,18,MONTANITA,18410,2019,5,Comunidades,1752,0,0,0,0,BRDEH,0,1,0
ANTIOQUIA,5,ARGELIA,5055,2017,3,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,GUATAPE,5321,2016,7,Comunidades,0,0,0,0,0,BRDEH,5,0,0
HUILA,41,BARAYA,41078,2018,6,Comunidades,0,0,0,0,0,BRDEH,3,0,0
CESAR,20,PUEBLO BELLO,20570,2008,3,Bases Militares,9658,18,1,0,19,BRDEH,0,0,1
CASANARE,85,TAURAMENA,85410,2018,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,RIONEGRO,5615,2018,3,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2014,10,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,GRANADA,5313,2016,5,Comunidades,0,1,0,0,1,BRDEH,2,0,0
META,50,MESETAS,50330,2017,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,EL CARMEN,68235,2017,5,Comunidades,0,0,0,3,3,BRDEH,3,0,0
CALDAS,17,SAMANA,17662,2014,2,Comunidades,0,0,0,0,0,BRDEH,8,0,0
SANTANDER,68,SIMACOTA,68745,2019,2,Comunidades,0,0,0,0,0,BRDEH,3,0,0
TOLIMA,73,CHAPARRAL,73168,2018,9,Comunidades,5489,0,0,0,0,BRDEH,0,0,1
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2017,5,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
ANTIOQUIA,5,ABEJORRAL,5002,2016,5,Comunidades,0,0,0,0,0,THE HALO TRUST,4,0,0
META,50,EL CASTILLO,50251,2018,5,Comunidades,0,0,0,0,0,AYUDA POPULAR NORUEGA,2,0,0
CALDAS,17,SAMANA,17662,2012,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2013,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,VISTAHERMOSA,50711,2018,8,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,1,0,0
PUTUMAYO,86,PUERTO LEGUIZAMO,86573,2010,4,Bases Militares,10753,55,19,0,74,BRDEH,0,0,1
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2017,11,Comunidades,0,0,0,0,0,THE HALO TRUST,2,0,0
ANTIOQUIA,5,SANTO DOMINGO,5690,2018,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0
TOLIMA,73,PLANADAS,73555,2017,5,Comunidades,0,23,5,0,28,BRDEH,3,0,0
SUCRE,70,COLOSO,70204,2017,9,Comunidades,0,0,0,0,0,ARMADA NACIONAL,1,0,0
CALDAS,17,SAMANA,17662,2016,4,Comunidades,1922,0,1,0,1,BRDEH,5,1,0
BOLIVAR,13,CARTAGENA DE INDIAS,13001,2004,9,Bases Militares,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,GRANADA,5313,2017,6,Comunidades,7862,1,0,0,1,BRDEH,4,1,1
HUILA,41,ALGECIRAS,41020,2018,3,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,4,0,0
META,50,VISTAHERMOSA,50711,2017,10,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,1,0,0
TOLIMA,73,PLANADAS,73555,2017,1,Comunidades,0,0,0,0,0,THE HALO TRUST,2,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2018,5,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2018,8,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
ANTIOQUIA,5,SAN LUIS,5660,2017,2,Comunidades,0,0,0,0,0,BRDEH,4,0,0
ANTIOQUIA,5,BRICENO,5107,2018,5,Comunidades,1655,1,0,0,1,BRDEH,0,0,1
CAQUETA,18,EL DONCELLO,18247,2019,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
HUILA,41,LA PLATA,41396,2018,9,Comunidades,0,0,0,0,0,BRDEH,4,0,0
QUINDIO,63,GENOVA,63302,2018,8,Comunidades,0,0,0,0,0,BRDEH,17,0,0
CALDAS,17,SAMANA,17662,2012,11,Comunidades,6622,12,0,0,12,BRDEH,4,2,3
PUTUMAYO,86,ORITO,86320,2018,5,Comunidades,3380,0,0,0,0,BRDEH,2,1,0
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,2019,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0
HUILA,41,ALGECIRAS,41020,2017,11,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,1,0,0
CAQUETA,18,MONTANITA,18410,2019,2,Comunidades,0,0,0,1,1,BRDEH,1,0,0
TOLIMA,73,PLANADAS,73555,2018,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2014,2,Comunidades,0,0,1,0,1,BRDEH,17,0,0
SANTANDER,68,SOCORRO,68755,2019,3,Comunidades,0,0,0,0,0,BRDEH,2,0,0
PUTUMAYO,86,MOCOA,86001,2018,4,Comunidades,0,0,0,0,0,BRDEH,7,0,0
SANTANDER,68,EL CARMEN,68235,2012,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,CONCEPCION,5206,2017,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2015,4,Comunidades,0,0,0,0,0,BRDEH,2,0,0
META,50,URIBE,50370,2017,10,Comunidades,0,0,1,3,4,THE HALO TRUST,2,0,0
CAQUETA,18,MONTANITA,18410,2018,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CAUCA,19,CORINTO,19212,2018,2,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,2,0,0
NARINO,52,SAN LORENZO,52687,2018,8,Comunidades,0,0,0,0,0,BRDEH,3,0,0
CAUCA,19,BALBOA,19075,2019,4,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,0,0,0
HUILA,41,ALGECIRAS,41020,2019,4,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,0,0,0
CUNDINAMARCA,25,EL PENON,25258,2018,5,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,BRICENO,5107,2017,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CALDAS,17,SAMANA,17662,2013,4,Comunidades,5833,0,0,0,0,BRDEH,2,2,0
ANTIOQUIA,5,NARINO,5483,2016,6,Comunidades,2538,0,0,0,0,THE HALO TRUST,7,0,1
BOLIVAR,13,CORDOBA,13212,2015,11,Comunidades,0,0,0,0,0,ARMADA NACIONAL,20,0,0
CASANARE,85,YOPAL,85001,2017,9,Comunidades,0,0,0,0,0,BRDEH,5,0,0
BOLIVAR,13,ZAMBRANO,13894,2013,12,Comunidades,0,0,0,0,0,BRDEH,1,0,0
META,50,VISTAHERMOSA,50711,2010,6,Comunidades,5717,3,9,0,12,BRDEH,0,0,1
ANTIOQUIA,5,ARGELIA,5055,2016,11,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
BOYACA,15,SOGAMOSO,15759,2019,3,Comunidades,0,0,0,0,0,BRDEH,2,0,0
SANTANDER,68,EL CARMEN,68235,2015,11,Comunidades,19289,4,0,0,4,BRDEH,8,4,1
META,50,LEJANIAS,50400,2016,12,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
META,50,VISTAHERMOSA,50711,2017,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
NARINO,52,SAMANIEGO,52678,2009,5,Comunidades,805,0,0,0,0,BRDEH,0,0,1
VALLE DEL CAUCA,76,PRADERA,76563,2018,11,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
BOYACA,15,OTANCHE,15507,2018,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0
TOLIMA,73,CHAPARRAL,73168,2018,11,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
TOLIMA,73,PLANADAS,73555,2019,5,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
CAQUETA,18,FLORENCIA,18001,2018,1,Comunidades,0,0,0,0,0,BRDEH,2,0,0
TOLIMA,73,CHAPARRAL,73168,2017,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CALDAS,17,SAMANA,17662,2015,2,Comunidades,0,1,0,0,1,BRDEH,2,0,0
CALDAS,17,SAMANA,17662,2017,11,Comunidades,7303,0,0,0,0,BRDEH,0,0,2
CUNDINAMARCA,25,VIANI,25867,2018,4,Comunidades,0,0,0,0,0,BRDEH,3,0,0
NARINO,52,CaRDOBA,52215,2019,7,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
TOLIMA,73,VILLARRICA,73873,2017,12,Comunidades,0,0,0,0,0,BRDEH,3,0,0
HUILA,41,ALGECIRAS,41020,2018,7,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,15,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2018,5,Comunidades,0,2,0,4,6,HANDICAP INTERNATIONAL,3,0,0
PUTUMAYO,86,VILLAGARZON,86885,2018,2,Comunidades,0,0,0,0,0,BRDEH,3,0,0
SANTANDER,68,EL CARMEN,68235,2015,5,Comunidades,0,0,1,0,1,BRDEH,1,0,0
ANTIOQUIA,5,CONCEPCION,5206,2018,2,Comunidades,11312,7,0,0,7,BRDEH,0,1,1
HUILA,41,NEIVA,41001,2018,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CAQUETA,18,PUERTO RICO,18592,2018,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
HUILA,41,ALGECIRAS,41020,2017,5,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,1,0,0
ANTIOQUIA,5,NARINO,5483,2013,10,Comunidades,0,0,0,0,0,THE HALO TRUST,6,0,0
PUTUMAYO,86,ORITO,86320,2019,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2018,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,CARTAGENA DE INDIAS,13001,2005,12,Bases Militares,4831,400,0,0,400,BRDEH,0,0,1
PUTUMAYO,86,PUERTO CAICEDO,86569,2018,12,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,1,0,0
SANTANDER,68,EL CARMEN,68235,2012,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2016,3,Comunidades,0,0,0,0,0,THE HALO TRUST,7,0,0
ANTIOQUIA,5,COCORNA,5197,2014,12,Comunidades,9740,4,0,1,5,BRDEH,0,0,2
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2016,9,Comunidades,0,0,1,0,1,ARMADA NACIONAL,4,0,0
SANTANDER,68,EL CARMEN,68235,2016,12,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,ARGELIA,5055,2017,2,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
TOLIMA,73,PLANADAS,73555,2018,6,Comunidades,0,0,0,0,0,THE HALO TRUST,9,0,0
SUCRE,70,OVEJAS,70508,2018,9,Comunidades,0,0,0,0,0,ARMADA NACIONAL,0,0,0
META,50,VISTAHERMOSA,50711,2017,12,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2012,10,Comunidades,4573,0,0,0,0,BRDEH,5,1,0
TOLIMA,73,RIOBLANCO,73616,2019,7,Comunidades,283,0,0,0,0,THE HALO TRUST,0,0,1
CAQUETA,18,PUERTO RICO,18592,2018,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SAN ROQUE,5670,2018,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
NARINO,52,IPIALES,52356,2018,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2014,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,CARACOLI,5142,2018,9,Comunidades,0,0,0,0,0,BRDEH,3,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CALDAS,17,SAMANA,17662,2012,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SAN ROQUE,5670,2018,6,Comunidades,0,0,0,0,0,BRDEH,3,0,0
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,2018,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SUCRE,70,OVEJAS,70508,2018,3,Comunidades,0,0,0,0,0,ARMADA NACIONAL,1,0,0
ANTIOQUIA,5,SANTO DOMINGO,5690,2017,11,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,GRANADA,5313,2015,11,Comunidades,8746,4,0,0,4,BRDEH,2,2,0
META,50,VISTAHERMOSA,50711,2017,6,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2013,5,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2018,6,Comunidades,0,0,0,0,0,THE HALO TRUST,3,0,0
BOLIVAR,13,ZAMBRANO,13894,2010,9,Comunidades,783,0,0,0,0,BRDEH,0,1,0
TOLIMA,73,CHAPARRAL,73168,2018,11,Comunidades,2288,0,0,0,0,BRDEH,0,0,1
SANTANDER,68,GIRON,68307,2018,10,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,SAN ANDRES,5647,2018,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0
CAQUETA,18,SAN JOSE DEL FRAGUA,18610,2018,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CAUCA,19,MIRANDA,19455,2017,12,Comunidades,0,0,0,14,14,THE HALO TRUST,1,0,0
CAUCA,19,BUENOS AIRES,19110,2019,6,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
PUTUMAYO,86,PUERTO ASIS,86568,2018,12,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,0,0,0
ANTIOQUIA,5,SABANALARGA,5628,2017,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CALDAS,17,SAMANA,17662,2016,10,Comunidades,0,0,0,0,0,BRDEH,4,0,0
CAQUETA,18,PUERTO RICO,18592,2018,7,Comunidades,2624,3,0,0,3,BRDEH,1,0,1
CAQUETA,18,PUERTO RICO,18592,2019,1,Comunidades,0,0,1,0,1,BRDEH,3,0,0
SUCRE,70,OVEJAS,70508,2018,5,Comunidades,0,0,0,0,0,ARMADA NACIONAL,0,0,0
META,50,EL DORADO,50270,2010,7,Comunidades,5065,5,0,0,5,BRDEH,2,1,1
CAUCA,19,BALBOA,19075,2017,11,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,1,0,0
CAUCA,19,CALOTO,19142,2018,6,Comunidades,0,0,0,0,0,THE HALO TRUST,2,0,0
MAGDALENA,47,CIENAGA,47189,2018,6,Comunidades,0,0,0,0,0,BRDEH,2,0,0
SANTANDER,68,EL CARMEN,68235,2017,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,ARGELIA,5055,2018,2,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2019,1,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
CALDAS,17,SAMANA,17662,2015,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,SAN JACINTO,13654,2015,11,Comunidades,0,0,0,0,0,ARMADA NACIONAL,1,0,0
SANTANDER,68,EL CARMEN,68235,2013,11,Comunidades,0,0,0,0,0,BRDEH,1,0,0
META,50,URIBE,50370,2018,7,Comunidades,0,0,1,0,1,THE HALO TRUST,2,0,0
CAQUETA,18,PUERTO RICO,18592,2017,2,Comunidades,0,0,0,0,0,BRDEH,6,0,0
BOYACA,15,PAUNA,15531,2018,2,Comunidades,0,0,0,0,0,BRDEH,4,0,0
TOLIMA,73,ICONONZO,73352,2009,3,Bases Militares,3439,95,1,0,96,BRDEH,0,0,1
CAQUETA,18,MONTANITA,18410,2017,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CUNDINAMARCA,25,GUASCA,25322,2018,1,Comunidades,0,0,0,0,0,BRDEH,2,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2011,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,PUERTO LLERAS,50577,2018,12,Comunidades,0,0,2,1,3,AYUDA POPULAR NORUEGA,1,0,0
ANTIOQUIA,5,CONCEPCION,5206,2018,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0
HUILA,41,ISNOS,41359,2018,6,Comunidades,0,0,0,0,0,BRDEH,2,0,0
ANTIOQUIA,5,SAN RAFAEL,5667,2018,5,Comunidades,5793,7,0,0,7,THE HALO TRUST,0,0,2
SANTANDER,68,ZAPATOCA,68895,2019,3,Comunidades,0,0,0,0,0,BRDEH,4,0,0
META,50,CUMARAL,50226,2017,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0
CAQUETA,18,PUERTO RICO,18592,2016,12,Comunidades,0,0,0,0,0,BRDEH,3,0,0
PUTUMAYO,86,ORITO,86320,2018,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2011,9,Comunidades,9589,0,0,0,0,BRDEH,1,2,0
BOLIVAR,13,ZAMBRANO,13894,2016,8,Comunidades,0,0,0,0,0,ARMADA NACIONAL,2,0,0
SUCRE,70,CHALAN,70230,2016,10,Comunidades,0,0,0,0,0,ARMADA NACIONAL,1,0,0
BOLIVAR,13,CORDOBA,13212,2016,4,Comunidades,0,0,0,0,0,ARMADA NACIONAL,9,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2019,5,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,1,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2013,5,Comunidades,9696,0,2,0,2,BRDEH,33,2,1
BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,2014,3,Comunidades,0,0,0,0,0,BRDEH,18,0,0
CALDAS,17,FILADELFIA,17272,2018,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0
ANTIOQUIA,5,GRANADA,5313,2011,10,Comunidades,7200,3,1,0,4,BRDEH,1,2,1
CUNDINAMARCA,25,GUAYABETAL,25335,2018,5,Comunidades,0,0,0,0,0,BRDEH,10,0,0
META,50,SAN JUAN DE ARAMA,50683,2016,6,Comunidades,0,0,0,0,0,THE HALO TRUST,8,0,0
AMAZONAS,91,LA PEDRERA,91407,2009,3,Bases Militares,0,0,0,0,0,BRDEH,0,0,0
META,50,LEJANIAS,50400,2019,7,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
META,50,VISTAHERMOSA,50711,2018,4,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,1,0,0
ANTIOQUIA,5,SAN RAFAEL,5667,2018,3,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
SANTANDER,68,EL CARMEN,68235,2016,7,Comunidades,6337,4,0,0,4,BRDEH,2,1,1
SANTANDER,68,EL CARMEN,68235,2016,8,Comunidades,2983,2,0,0,2,BRDEH,1,1,2
META,50,LEJANIAS,50400,2018,9,Comunidades,1584,2,0,0,2,THE HALO TRUST,0,0,1
ANTIOQUIA,5,SAN CARLOS,5649,2010,12,Comunidades,2002,0,0,0,0,BRDEH,1,1,1
ANTIOQUIA,5,SAN FRANCISCO,5652,2014,12,Comunidades,0,0,0,0,0,BRDEH,1,0,0
SANTANDER,68,EL CARMEN,68235,2012,10,Comunidades,3142,0,0,0,0,BRDEH,0,3,0
SANTANDER,68,EL CARMEN,68235,2011,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2018,4,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
TOLIMA,73,PLANADAS,73555,2018,1,Comunidades,13150,8,67,11,86,BRDEH,0,0,2
CESAR,20,BOSCONIA,20060,2018,1,Comunidades,0,0,0,0,0,BRDEH,4,0,0
CUNDINAMARCA,25,ALBAN,25019,2018,9,Comunidades,0,0,0,0,0,BRDEH,3,0,0
ANTIOQUIA,5,GRANADA,5313,2017,7,Comunidades,7523,0,0,0,0,BRDEH,1,1,0
CAQUETA,18,EL DONCELLO,18247,2018,3,Comunidades,0,0,0,0,0,BRDEH,5,0,0
CAQUETA,18,SAN JOSE DEL FRAGUA,18610,2018,9,Comunidades,0,0,0,0,0,BRDEH,2,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,9,Comunidades,4043,1,0,0,1,THE HALO TRUST,0,0,1
CAUCA,19,CALOTO,19142,2017,9,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,1,0,0
ANTIOQUIA,5,ITUANGO,5361,2016,12,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,EL CARMEN,68235,2016,9,Comunidades,999,0,0,0,0,BRDEH,5,0,1
VALLE DEL CAUCA,76,PRADERA,76563,2017,12,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
SUCRE,70,OVEJAS,70508,2017,8,Comunidades,0,0,0,0,0,ARMADA NACIONAL,1,0,0
TOLIMA,73,CHAPARRAL,73168,2019,1,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2015,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2012,3,Comunidades,1280,0,0,0,0,BRDEH,7,1,0
CALDAS,17,SAMANA,17662,2019,4,Comunidades,6738,0,0,0,0,BRDEH,0,1,0
TOLIMA,73,CHAPARRAL,73168,2017,11,Comunidades,0,0,0,0,0,THE HALO TRUST,21,0,0
HUILA,41,ALGECIRAS,41020,2017,9,Comunidades,0,3,0,3,6,CAMPANA COLOMBIANA CONTRA MINAS,3,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2010,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,VISTAHERMOSA,50711,2018,5,Comunidades,0,0,0,0,0,HANDICAP INTERNATIONAL,0,0,0
SANTANDER,68,EL CARMEN,68235,2013,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
BOLIVAR,13,ZAMBRANO,13894,2016,12,Comunidades,1247,0,0,0,0,ARMADA NACIONAL,0,0,1
ANTIOQUIA,5,SONSON,5756,2014,4,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
CAUCA,19,BALBOA,19075,2019,3,Comunidades,1191,0,3,0,3,CAMPANA COLOMBIANA CONTRA MINAS,1,0,1
CUNDINAMARCA,25,SAN JUAN DE RIOSECO,25662,2018,9,Comunidades,0,0,0,0,0,BRDEH,5,0,0
SUCRE,70,OVEJAS,70508,2018,10,Comunidades,0,0,0,0,0,ARMADA NACIONAL,1,0,0
BOLIVAR,13,SANTA ROSA DEL SUR,13688,2008,12,Bases Militares,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,GRANADA,5313,2014,9,Comunidades,5986,0,0,0,0,BRDEH,0,2,0
SANTANDER,68,MATANZA,68444,2018,6,Comunidades,0,0,0,0,0,BRDEH,5,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2017,11,Comunidades,0,0,0,0,0,THE HALO TRUST,2,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2009,3,Comunidades,3140,2,0,0,2,BRDEH,0,0,1
TOLIMA,73,RIOBLANCO,73616,2018,9,Comunidades,2232,0,0,0,0,BRDEH,0,0,1
ANTIOQUIA,5,SAN FRANCISCO,5652,2011,9,Comunidades,9466,0,0,0,0,BRDEH,0,3,0
SANTANDER,68,SABANA DE TORRES,68655,2015,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
